CaseID,horizon,other,casualties,Scenarios,Pol1,P1,Pol2,P2,Pol3,P3,Pol4,P4,Pol5,P5,Pol6,P6,Pol7,P7,P1_conf,P2_conf,P3_conf,P4_conf,P5_conf,P6_conf,P7_conf,t_screen,t_select,Pol_select,P1_support,P2_support,P3_support,P4_support,P5_support,P6_support,P7_support,choice_factor,FactSuccess_rate,FactCas_rate,FactOther_rate,SetA_2,SetA_3,SetB_2,SetB_3,Important,Costs,TimeFrames,TF_MC,FMC1,FMC2,reward,reward_b,T1,T10,Sex,Gender,Age,ethnic,race,party,Know,FP_Know,educ,Edu_cat,inc,Income,Scenarios_DO
51,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,7,7,7,7,7,7,7,74.135,11.445,1,7,4,,,,,,,,,,0,0,0,0,6,4,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,110,200,Male,0,35,White/Caucasian,4,1,Very Informed,4,Bachelor's degree,4,"$50,001 - $75,000",3,t_AllSet|S1
52,0,0,0,t_AllSet|S1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,7,7,7,7,7,7,7,125.383,,,,,,,,,,,,,,0,0,0,0,7,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,125,200,Male,0,38,White/Caucasian,4,3,Well Informed,3,Masters degree or higher,5,"$75,001 - $100,000",4,t_AllSet|S1
53,0,0,0,t_AllSet|S1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,7,7,7,7,7,7,7,163.374,,,,,,,,,,,,,,0,0,0,0,1,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,110,300,Male,0,68,White/Caucasian,4,4,Not Well Informed,1,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S1
54,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,7,6,5,4,4,5,5,109.375,19.797,1,7,6,5,4,3,,,,,,,0,0,0,0,6,6,In the short term (this month),0,An American embassy building,Afghanistan,A reward of $3800 next month,1,115,300,Female,1,33,White/Caucasian,4,3,Very Informed,4,Some college,3,"Less than $25,000",1,t_AllSet|S1
55,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,7,7,6,6,7,7,7,72.814,22.137,1,7,7,6,,,,,,,,,0,0,0,0,6,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,130,300,Male,0,44,White/Caucasian,4,4,Very Informed,4,Masters degree or higher,5,"$75,001 - $100,000",4,t_AllSet|S1
56,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,6,6,5,5,5,5,5,22.953,38.646,1,6,5,,,,,,,,,,0,0,0,0,6,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,500,500,Male,0,30,Asian,3,2,Very Informed,4,Bachelor's degree,4,"$75,001 - $100,000",4,t_AllSet|S1
57,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,7,6,7,6,6,7,7,44.85,20.001,1,7,6,5,6,7,7,7,,,,,0,0,0,0,7,6,In the short term (this month),0,An American military base,Iran,A reward of $3400 this month,0,200,800,Female,1,45,Black/African American,1,7,Very Informed,4,Bachelor's degree,4,"$50,001 - $75,000",3,t_AllSet|S1
58,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,6,5,6,7,6,7,6,48.385,13.698,1,5,6,7,6,5,6,,,,,,0,0,0,0,6,7,In the short term (this month),0,An American military base,Iran,A reward of $3400 this month,0,200,800,Female,1,41,Black/African American,1,6,Very Informed,4,Masters degree or higher,5,"$50,001 - $75,000",3,t_AllSet|S1
59,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,7,3,7,7,7,7,7,138.655,107.584,1,7,3,,,,,,,,,,0,0,0,0,7,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,200,1000,Male,0,55,Black/African American,1,7,Well Informed,3,Some college,3,"Less than $25,000",1,t_AllSet|S1
60,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,4,4,4,4,4,4,4,25.925,12.429,2,4,4,4,4,4,4,4,,,,,0,0,0,0,4,4,In the short term (this month),0,An American military base,Iran,A reward of $3400 this month,0,1000,1000,Female,1,35,Asian,3,7,Well Informed,3,High school,2,"$25,000 - $50,000",2,t_AllSet|S1
61,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,7,7,7,7,7,7,7,39.269,11.196,1,7,5,,,,,,,,,,0,0,0,0,7,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,500,5000,Female,1,24,Asian,3,1,Not Well Informed,1,Bachelor's degree,4,"$75,001 - $100,000",4,t_AllSet|S1
62,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,7,7,7,7,7,7,7,56.918,19.197,1,7,7,7,7,7,7,7,,,,,0,0,0,0,7,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,500,10000,Male,0,54,White/Caucasian,4,4,Somewhat Informed,2,Some college,3,"$25,000 - $50,000",2,t_AllSet|S1
63,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,7,7,5,4,5,6,7,75.232,17.686,1,7,6,4,,,,,,,,,0,0,0,0,7,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,1000,10000,Male,0,50,Black/African American,1,1,Somewhat Informed,2,Bachelor's degree,4,"More than $100,000",5,t_AllSet|S1
64,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,1,1,1,1,1,1,1,35.936,13.839,1,1,1,1,,,,,,,,,0,0,0,0,1,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,3000,50000,Male,0,52,White/Caucasian,4,4,Somewhat Informed,2,Bachelor's degree,4,"Less than $25,000",1,t_AllSet|S1
65,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,7,6,5,4,3,3,1,56.383,103.891,1,7,6,5,4,3,2,,,,,,0,0,0,0,7,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,20000,50000,Female,1,24,Black/African American,1,1,Very Informed,4,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S1
66,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,7,7,7,7,7,7,7,74.017,14.995,1,7,6,5,4,,,,,,,,0,0,0,0,3,4,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,10000,100000,Female,1,24,White/Caucasian,4,5,Somewhat Informed,2,High school,2,"More than $100,000",5,t_AllSet|S1
67,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,4,4,4,4,3,3,3,48.812,146.317,1,5,4,3,3,,,,,,,,1,1,0,0,6,6,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,200,200,Female,1,38,Black/African American,1,4,Somewhat Informed,2,Some college,3,"$25,000 - $50,000",2,t_AllSet|S1
68,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,6,6,5,3,6,6,7,75.979,34.468,1,5,4,2,,,,,,,,,1,1,0,0,7,6,In the short term (this month),0,An American military base,Iran,A reward of $3800 next month,1,125,300,Male,0,22,White/Caucasian,4,3,Well Informed,3,Bachelor's degree,4,"$50,001 - $75,000",3,t_AllSet|S1
69,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,5,6,5,3,4,2,4,73.913,20.429,2,4,5,6,6,5,,,,,,,1,1,0,0,5,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,200,800,Female,1,38,White/Caucasian,4,6,Well Informed,3,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S1
70,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,6,5,4,3,2,1,1,22.024,8.566,1,7,5,3,1,,,,,,,,1,1,0,0,6,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,150,1000,Male,0,32,White/Caucasian,4,4,Well Informed,3,Masters degree or higher,5,"$75,001 - $100,000",4,t_AllSet|S1
71,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,6,6,5,5,4,6,6,87.497,24.83,1,6,5,5,4,,,,,,,,1,1,0,0,6,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,200,1000,Female,1,35,White/Caucasian,4,4,Somewhat Informed,2,Bachelor's degree,4,"$75,001 - $100,000",4,t_AllSet|S1
72,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,4,4,3,3,2,2,2,115.802,79.228,1,5,5,4,3,,,,,,,,1,1,0,0,7,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,200,1000,Female,1,27,White/Caucasian,4,5,Somewhat Informed,2,Masters degree or higher,5,"$75,001 - $100,000",4,t_AllSet|S1
73,0,0,0,t_AllSet|S1,Reject,0,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,7,7,6,5,4,4,4,60.636,50.257,2,,7,4,3,,,,,,,,1,1,0,0,6,6,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,300,1000,Female,1,26,Other,5,3,Somewhat Informed,2,Bachelor's degree,4,"Less than $25,000",1,t_AllSet|S1
74,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,6,5,4,4,4,3,3,84.125,19.21,2,5,6,5,4,,,,,,,,1,1,0,0,6,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,500,1500,Male,0,21,Hispanic/Latino,2,5,Somewhat Informed,2,Some college,3,"$25,000 - $50,000",2,t_AllSet|S1
75,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,4,5,4,5,5,3,3,61.577,29.384,1,5,5,5,5,4,,,,,,,1,1,0,0,6,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,300,2000,Male,0,40,White/Caucasian,4,3,Somewhat Informed,2,High school,2,"$25,000 - $50,000",2,t_AllSet|S1
76,0,0,0,t_AllSet|S1,Accept,1,Reject,0,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,1,1,2,2,3,3,4,97.96,65.588,1,7,,6,5,5,4,3,,,,,1,1,0,0,5,5,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,500,2000,Female,1,46,White/Caucasian,4,7,Somewhat Informed,2,High school,2,"$50,001 - $75,000",3,t_AllSet|S1
77,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,7,7,4,4,5,5,5,92.699,26.705,1,7,7,5,5,,,,,,,,1,1,0,0,7,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,500,2500,Female,1,54,White/Caucasian,4,1,Somewhat Informed,2,High school,2,"Less than $25,000",1,t_AllSet|S1
78,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,7,7,6,6,5,6,7,30.44,17.919,1,7,6,6,5,,,,,,,,1,1,0,0,7,7,In the long run (next year),1,An American military base,Afghanistan,A reward of $3400 this month,0,1000,3500,Female,1,27,Other,5,2,Somewhat Informed,2,Some college,3,"$50,001 - $75,000",3,t_AllSet|S1
79,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,6,5,4,3,2,5,3,102.648,34.772,1,6,4,,,,,,,,,,1,1,0,0,7,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,500,5000,Male,0,65,White/Caucasian,4,7,Well Informed,3,Some college,3,"$25,000 - $50,000",2,t_AllSet|S1
80,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,7,7,7,7,5,6,7,34.952,21.883,1,7,7,6,5,,,,,,,,1,1,0,0,7,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,1000,5000,Male,0,26,White/Caucasian,4,1,Very Informed,4,Some college,3,"Less than $25,000",1,t_AllSet|S1
81,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,4,4,4,4,4,4,4,276.707,33.901,1,5,4,,,,,,,,,,1,1,0,0,4,4,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,200,10000,Male,0,31,White/Caucasian,4,4,Not Well Informed,1,Bachelor's degree,4,"$75,001 - $100,000",4,t_AllSet|S1
82,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,6,6,5,4,4,6,6,64.629,23.901,1,7,6,5,5,4,,,,,,,1,1,0,0,5,4,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,200,10000,Male,0,48,White/Caucasian,4,3,Somewhat Informed,2,Masters degree or higher,5,"$75,001 - $100,000",4,t_AllSet|S1
83,0,0,0,t_AllSet|S1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,7,4,4,7,7,7,7,64.125,17.703,1,7,,,,,,,,,,,1,1,0,0,4,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,200,10000,Male,0,39,White/Caucasian,4,2,Very Informed,4,Bachelor's degree,4,"More than $100,000",5,t_AllSet|S1
84,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,6,6,5,5,4,4,4,152.558,29.303,1,6,5,4,3,,,,,,,,1,1,0,0,3,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,500,10000,Female,1,66,White/Caucasian,4,7,Well Informed,3,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S1
85,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,6,6,6,5,4,4,4,69.117,14.391,1,6,5,4,4,,,,,,,,1,1,0,0,6,4,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,500,10000,Male,0,34,White/Caucasian,4,1,Not Well Informed,1,Masters degree or higher,5,"$75,001 - $100,000",4,t_AllSet|S1
86,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,7,7,6,6,4,3,3,83.842,14.548,1,7,7,6,6,3,,,,,,,1,1,0,0,7,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,1000,10000,Female,1,33,Black/African American,1,2,Well Informed,3,Some college,3,"$25,000 - $50,000",2,t_AllSet|S1
87,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,6,6,5,5,4,3,3,163.406,9.961,1,6,5,4,,,,,,,,,1,1,0,0,6,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,1000,10000,Female,1,25,White/Caucasian,4,1,Somewhat Informed,2,Masters degree or higher,5,"$50,001 - $75,000",3,t_AllSet|S1
88,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,6,5,5,4,4,3,1,115.284,34.955,1,6,6,5,5,4,3,,,,,,1,1,0,0,4,4,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,1000,10000,Female,1,47,Hispanic/Latino,2,3,Well Informed,3,Bachelor's degree,4,"Less than $25,000",1,t_AllSet|S1
89,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,5,5,5,4,4,4,3,126.442,21.943,1,6,4,3,2,,,,,,,,1,1,0,0,6,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,1000,10000,Female,1,49,White/Caucasian,4,2,Not Well Informed,1,High school,2,"Less than $25,000",1,t_AllSet|S1
90,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,6,6,5,5,4,4,4,226.881,18.522,1,7,7,6,5,,,,,,,,1,1,0,0,7,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,1000,10000,Male,0,46,White/Caucasian,4,1,Somewhat Informed,2,Bachelor's degree,4,"More than $100,000",5,t_AllSet|S1
91,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,6,6,5,4,6,6,7,29.89,10.348,1,7,6,5,5,,,,,,,,1,1,0,0,7,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,2000,10000,Male,0,21,White/Caucasian,4,4,Well Informed,3,Some college,3,"$25,000 - $50,000",2,t_AllSet|S1
92,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Accept,1,Reject,0,4,5,3,4,6,6,2,75.78,24.259,2,2,4,,,,6,,,,,,1,1,0,0,5,5,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,5000,20000,Female,1,35,White/Caucasian,4,1,Somewhat Informed,2,Some college,3,"$25,000 - $50,000",2,t_AllSet|S1
93,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,6,5,5,5,6,6,7,70.658,23.31,1,6,5,4,,,,,,,,,1,1,0,0,3,5,In the short term (this month),0,An American embassy building,Afghanistan,A reward of $3800 next month,1,1000,30000,Male,0,31,White/Caucasian,4,1,Well Informed,3,Bachelor's degree,4,"More than $100,000",5,t_AllSet|S1
94,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,7,6,5,4,5,5,7,146.692,13.399,1,7,6,5,4,,,,,,,,1,1,0,0,7,4,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,3000,100000,Male,0,23,White/Caucasian,4,4,Well Informed,3,Some college,3,"$25,000 - $50,000",2,t_AllSet|S1
95,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Reject,0,Accept,1,Reject,0,Accept,1,Reject,0,6,5,6,7,6,5,6,66.087,21.723,2,4,5,,6,,5,,,,,,1,1,0,0,7,6,In the short term (this month),0,An American military base,Iran,A reward of $3800 next month,1,5500,100000,Male,0,33,White/Caucasian,4,7,Well Informed,3,Some college,3,"$25,000 - $50,000",2,t_AllSet|S1
96,0,0,0,t_AllSet|S1,Accept,1,Reject,0,Accept,1,Accept,1,Reject,0,Reject,0,Accept,1,5,4,4,4,5,4,4,135.265,31.208,1,5,,2,5,,,5,,,,,1,1,0,0,7,7,In the short term (this month),0,An American military base,Afghanistan,A reward of $3400 this month,0,100000,1000000,Male,0,48,White/Caucasian,4,5,Somewhat Informed,2,Bachelor's degree,4,"More than $100,000",5,t_AllSet|S1
97,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,7,7,6,6,5,4,4,45.621,12.446,2,6,7,6,5,,,,,,,,0,1,0,0,6,5,In the long run (next year),1,An American military base,Iran,A reward of $3800 next month,1,200,800,Male,0,30,Black/African American,1,7,Well Informed,3,Masters degree or higher,5,"$50,001 - $75,000",3,t_AllSet|S1
98,0,0,0,t_AllSet|S1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,7,6,6,5,5,4,2,264.562,27.398,1,7,5,5,4,4,2,2,,,,,0,1,0,0,7,6,In the short term (this month),0,An American military base,Afghanistan,A reward of $3800 next month,1,200,1000,Female,1,46,White/Caucasian,4,6,Well Informed,3,Some college,3,"$50,001 - $75,000",3,t_AllSet|S1
99,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,6,6,5,4,4,5,5,21.235,3.584,2,4,4,5,,,,,,,,,0,1,1,2,5,4,In the short term (this month),0,An American embassy building,Afghanistan,A reward of $3400 this month,0,200,800,Male,0,25,White/Caucasian,4,3,Somewhat Informed,2,Bachelor's degree,4,"$25,000 - $50,000",2,t_AllSet|S2
100,1,0,0,t_AllSet|S2,Reject,0,Accept,1,Reject,0,Reject,0,Accept,1,Reject,0,Reject,0,3,4,2,6,3,4,4,209.066,3.685,5,,3,,,5,,,,,,,1,0,1,2,2,3,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,200,200,Male,0,35,White/Caucasian,4,2,Somewhat Informed,2,Bachelor's degree,4,"Less than $25,000",1,t_AllSet|S2
101,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,Accept,1,7,6,5,4,3,2,1,67.238,23.473,1,7,6,5,4,3,2,1,,,,,1,1,0,2,7,7,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,105,110,Female,1,60,White/Caucasian,4,1,Somewhat Informed,2,Masters degree or higher,5,"More than $100,000",5,t_AllSet|S2
102,1,0,0,t_AllSet|S2,Accept,1,Accept,1,Accept,1,Reject,0,Reject,0,Reject,0,Reject,0,1,2,3,4,5,6,7,77.983,17.023,1,7,6,5,,,,,,,,,1,1,0,2,5,6,In the long run (next year),1,An American military base,Afghanistan,A reward of $3800 next month,1,105,200,Male,0,53,White/Caucasian,4,3,Somewhat Informed,2,Some college,3,"Less than $25,000",1,t_AllSet|S2
